X,Y
121,167
70,80
22,152
82,143
78,163
23,80
80,93
189,199
196,199
122,127
123,185
46,55
162,195
24,158
71,118
167,172
54,140
60,81
179,196
45,142
124,186
5,196
50,88
9,89
100,112
82,180
51,66
28,188
161,173
111,188
116,117
75,88
175,192
43,81
91,165
32,182
94,148
147,153
180,189
27,102
126,195
196,198
162,167
129,144
108,183
179,193
96,173
141,182
114,136
24,97
161,174
184,184
33,187
66,108
20,81
184,194
101,165
78,103
76,145
102,115
156,199
32,191
155,190
7,72
84,178
102,106
166,194
150,176
32,71
97,103
79,103
149,166
47,151
143,169
7,45
157,193
101,182
128,196
133,199
47,115
36,180
137,152
94,170
192,194
111,128
100,198
41,73
152,173
139,148
85,102
102,124
36,45
196,197
41,164
3,184
162,181
24,79
105,140
92,159
58,155
83,198
116,195
53,194
82,152
18,75
147,194
4,116
112,156
159,173
193,195
128,156
166,199
168,179
45,160
14,164
197,198
22,82
134,168
180,180
22,30
52,100
184,186
16,81
192,198
111,115
53,161
6,77
36,48
169,194
62,120
46,63
109,185
70,121
123,132
183,196
9,161
44,142
11,51
116,124
65,189
75,149
1,18
89,133
185,191
36,198
86,183
108,182
20,114
126,185
101,170
172,195
35,128
127,199
79,101
138,168
164,194
181,188
76,186
133,195
176,188
13,75
153,164
136,140
55,68
41,80
107,108
22,194
98,155
187,193
155,186
60,125
116,130
162,165
165,194
158,176
188,197
24,45
104,156
58,60
161,167
17,22
100,171
5,184
147,157
153,180
76,188
172,187
87,165
133,142
45,136
169,169
126,170
92,175
131,142
183,198
151,178
41,92
158,180
102,124
146,160
105,123
122,137
44,121
92,92
9,152
70,98
8,47
90,165
86,162
8,39
153,198
51,100
97,189
113,185
157,160
44,76
123,138
129,135
185,197
162,163
17,146
179,188
136,173
110,177
17,94
137,151
28,162
54,175
155,193
68,91
3,105
18,156
30,82
138,191
155,172
142,182
170,180
20,134
94,100
165,165
80,184
77,86
68,133
63,176
110,174
147,174
183,198
86,183
87,96
4,57
12,175
167,190
1,169
109,133
45,110
168,199
23,153
161,186
174,191
2,8
118,186
170,178
196,198
11,135
33,174
190,197
96,143
12,194
80,187
179,191
149,152
193,198
135,151
134,182
166,180
31,48
171,190
176,180
84,196
86,174
63,175
43,120
5,94
47,92
56,63
52,199
112,181
185,196
164,180
101,146
194,194
148,190
185,196
128,196
198,198
83,131
102,165
60,91
18,76
74,99
44,198
160,167
115,190
195,197
182,184
35,129
184,189
186,187
29,142
42,131
157,186
193,199
30,123
198,198
178,180
126,151
194,198
135,195
25,100
29,53
18,79
175,177
149,189
147,156
163,164
43,172
183,198
153,179
140,158
175,190
189,195
145,154
174,188
38,173
194,196
100,105
103,133
30,90
128,148
107,184
196,197
98,161
92,148
182,186
75,197
136,174
34,141
197,198
157,189
154,188
31,152
13,27
114,136
74,158
136,142
33,87
149,183
156,196
36,127
151,174
76,159
197,197
159,195
101,105
77,141
121,163
198,198
167,199
192,194
6,113
156,157
102,127
139,199
54,107
8,191
78,185
108,116
3,154
54,105
29,156
60,127
110,190
1,86
130,188
39,56
108,149
157,168
42,90
15,20
134,163
99,159
158,166
184,193
117,171
155,163
89,185
96,168
157,160
74,180
109,122
114,127
7,167
143,157
158,166
102,119
13,152
36,98
165,168
40,172
29,151
5,98
11,164
59,116
81,120
148,196
101,118
18,48
164,198
143,176
32,191
125,165
136,144
96,173
175,194
100,139
70,140
91,92
42,75
112,157
171,180
160,167
77,82
117,122
181,192
25,169
157,184
67,148
190,191
109,127
195,196
48,130
102,148
78,136
161,195
8,193
46,196
127,157
36,72
85,163
125,181
18,193
168,184
171,186
99,114
31,91
22,24
2,93
29,122
178,182
193,197
42,139
42,199
172,187
167,182
59,75
11,128
13,129
127,149
189,189
171,190
36,142
186,186
138,177
58,145
77,81
189,195
177,190
165,196
118,138
186,196
52,74
187,196
167,188
24,33
141,150
66,90
170,194
72,123
96,103
121,188
27,80
82,143
112,187
146,198
181,190
62,116
148,172
32,98
127,155
51,89
69,186
44,183
33,165
35,67
64,92
165,180
165,199
111,167
38,138
156,156
167,168
69,141
97,184
59,68
132,196
123,131
158,178
181,185
19,158
153,189
156,156
87,120
30,143
112,192
192,197
44,88
195,196
29,191
4,38
47,51
7,41
12,137
192,196
32,149
77,176
89,184
198,199
66,81
89,143
35,122
164,169
55,140
144,166
184,191
34,71
106,168
140,186
84,103
62,179
57,86
14,197
11,107
119,137
123,127
48,194
44,51
119,157
160,169
143,162
124,162
31,117
38,108
24,64
155,175
154,155
157,158
138,177
6,179
45,65
5,93
107,154
22,148
116,123
198,198
8,90
141,182
162,199
23,74
41,181
78,173
80,133
141,143
70,91
65,129
28,146
74,193
30,145
146,146
185,187
165,165
141,179
173,195
83,87
115,120
153,160
135,194
163,176
142,176
42,194
6,60
72,88
124,125
101,188
65,190
6,80
192,195
15,178
195,195
174,181
9,51
170,176
140,171
104,194
157,164
182,196
119,151
10,123
4,20
3,35
56,76
77,113
38,66
188,193
38,157
158,165
81,141
84,99
34,105
160,164
80,117
170,189
135,178
129,159
11,140
128,189
76,85
103,192
157,160
137,156
114,158
14,139
54,104
129,150
127,167
143,181
62,91
2,137
84,110
166,167
192,199
111,199
79,136
41,155
101,132
116,168
139,154
98,185
36,184
118,195
33,188
73,143
17,139
122,199
97,181
108,187
60,88
66,73
141,184
121,184
130,155
31,78
108,185
86,106
25,111
199,199
110,175
24,58
128,176
181,182
101,146
11,186
22,96
177,179
183,199
24,185
106,163
105,171
89,110
174,174
156,193
163,169
27,122
163,196
73,137
64,121
56,112
183,191
8,189
52,104
102,141
84,149
193,197
69,82
35,100
175,178
186,198
123,157
107,192
113,177
154,178
40,112
80,190
72,125
21,113
144,166
148,198
27,85
158,191
193,193
59,125
198,199
38,161
149,176
124,158
183,195
132,157
129,151
56,178
148,148
58,111
20,74
74,137
30,52
175,198
196,199
169,196
17,147
174,182
188,198
164,195
59,141
100,180
131,147
141,144
187,194
43,165
164,177
64,109
151,158
36,191
174,188
102,113
104,168
65,180
167,189
38,68
21,36
81,198
107,199
51,98
146,196
39,167
161,196
165,186
4,184
87,185
162,166
65,128
146,167
197,199
75,91
172,199
81,110
126,198
197,199
130,152
90,142
196,198
40,100
46,124
123,134
57,92
129,136
139,164
54,79
8,91
66,166
166,188
11,193
172,176
124,132
76,185
114,192
32,95
37,83
163,168
48,138
90,107
0,61
106,182
103,109
154,158
47,183
71,94
192,192
68,71
198,198
51,154
81,128
62,125
114,186
117,139
80,109
21,118
95,163
193,197
26,132
196,196
193,195
134,169
195,196
40,107
75,143
69,184
109,147
47,170
59,73
172,188
180,182
32,135
45,68
138,168
127,182
158,193
197,197
128,171
8,151
189,197
96,102
147,189
124,159
113,161
128,137
192,193
176,179
114,164
199,199
196,197
11,109
97,124
50,128
116,148
31,75
78,84
131,176
38,190
103,145
187,191
53,174
15,83
103,174
59,102
198,199
22,195
176,191
69,72
193,199
2,160
80,89
186,194
100,170
182,198
180,193
44,121
109,154
193,193
89,166
60,164
58,182
92,98
0,190
169,179
159,162
60,133
137,179
56,109
33,93
146,186
43,196
157,170
123,149
66,181
141,164
177,177
153,193
95,109
188,188
134,176
92,142
187,189
2,197
45,137
85,198
84,135
160,178
186,191
171,173
196,197
26,156
94,198
21,62
190,196
96,114
178,191
49,196
109,167
4,193
68,152
167,183
69,130
191,192
30,58
89,118
181,184
58,68
138,174
172,174
162,163
180,199
88,165
59,116
128,134
139,165
51,74
80,121
92,94
188,189
76,103
187,190
161,189
52,120
116,172
101,162
157,193
181,199
78,111
163,183
101,105
117,197
135,140
103,167
25,90
175,177
184,189
135,189
24,144
193,198
187,194
184,188
82,150
74,113
54,63
63,110
196,196
74,82
48,54
148,186
118,163
176,193
80,158
92,197
111,135
179,194
9,62
188,194
46,54
12,68
183,192
143,170
183,198
41,57
193,198
197,199
47,174
76,143
47,158
180,182
111,175
16,113
40,145
67,189
55,179
138,150
27,114
39,91
59,110
40,91
95,142
58,141
85,91
125,193
159,186
126,172
199,199
186,191
186,190
41,62
24,73
138,172
56,110
74,117
63,127
7,77
72,190
21,111
127,158
134,165
125,146
124,192
78,159
97,161
32,84
168,196
45,140
69,134
144,156
78,112
197,199
149,195
112,132
50,121
194,198
30,129
177,199
15,191
28,42
63,166
45,173
186,189
161,186
198,198
167,179
160,188
16,118
190,197
25,101
7,10
80,100
11,29
10,45
59,141
169,186
37,193
163,169
166,170
37,188
174,183
3,35
158,173
197,197
148,161
181,187
162,164
102,173
69,147
86,152
32,152
184,185
118,142
51,173
140,174
137,163
56,107
20,127
116,138
146,157
78,168
99,137
62,178
116,165
6,173
131,183
108,156
6,166
150,169
162,172
1,25
186,194
174,193
191,198
184,191
157,160
63,150
60,134
69,159
106,159
18,48
104,123
38,160
160,195
137,161
184,199
88,160
72,93
175,191
54,76
115,161
108,153
57,71
119,177
102,169
91,175
178,184
166,182
20,137
177,188
74,75
90,135
57,69
87,144
6,158
119,184
64,175
131,151
74,165
194,197
148,169
87,169
40,161
158,195
164,198
163,180
108,110
192,198
117,171
28,57
63,158
177,186
131,177
180,186
134,196
119,184
123,130
112,171
132,154
31,37
190,196
62,87
22,123
95,152
73,188
181,199
100,186
14,60
89,143
57,67
99,188
4,124
100,199
42,48
61,171
110,176
80,83
69,175
41,77
102,129
139,173
160,176
188,190
141,171
34,66
181,188
158,179
1,16
171,185
85,143
157,180
21,155
182,189
96,195
63,185
72,98
194,197
165,177
60,178
148,183
35,65
130,148
49,91
45,193
138,163
9,133
173,184
53,81
57,58
14,27
124,149
142,181
80,87
161,185
188,194
40,178
138,198
101,181
19,193
20,197
61,198
52,88
120,131
95,179
190,196
123,162
176,191
165,176
93,93
77,103
25,40
80,184
64,112
75,109
64,172
76,195
87,87
147,182
93,169
2,148
176,180
87,183
107,125
46,188
7,79
93,179
17,187
42,172
32,111
162,183
77,154
184,194
175,184
77,88
125,139
160,192
7,121
148,193
133,155
43,64
123,142
160,199
25,87
14,35
145,183
51,159
40,173
69,103
86,115
81,94
80,186
13,192
108,199
106,180
56,82
18,173
13,107
139,188
181,190
43,139
11,95
76,116
40,166
19,26
110,148
71,176
123,139
70,148
22,136
20,89
150,159
61,69
38,43
131,199
10,60
99,166
20,60
143,168
5,18
11,23
174,184
113,142
185,195
138,167
43,117
89,131
195,195
28,109
120,161
162,162
140,172
174,180
46,115
12,199
135,189
118,137
5,145
170,198
32,161
86,179
164,193
157,196
77,106
199,199
159,176
0,164
151,157
181,188
4,135
167,184
152,162
23,117
30,158
118,125
154,168
3,122
164,183
34,136
96,165
64,92
72,82
39,144
11,86
98,168
172,174
121,174
99,110
84,148
126,176
62,109
133,195
13,181
137,182
102,145
194,195
14,161
79,105
43,82
78,112
99,105
108,197
20,164
136,175
94,188
73,122
3,198
156,192
170,174
170,174
135,165
32,106
21,136
81,185
153,171
181,188
22,91
196,198
111,175
151,163
30,198
151,196
115,156
147,185
18,157
123,190
52,102
182,186
188,189
25,28
128,199
128,178
20,93
133,154
191,195
125,140
16,174
149,160
88,98
51,126
116,158
11,182
13,183
90,122
50,62
142,150
80,130
10,181
1,155
175,177
103,186
185,186
29,91
110,174
86,185
166,199
67,142
148,190
32,126
31,39
21,48
31,192
58,141
96,142
155,155
185,197
96,168
147,189
60,116
135,158
176,199
195,198
52,93
56,177
184,187
168,190
65,169
99,138
162,178
80,102
30,111
12,46
85,161
94,97
135,158
48,166
79,133
139,151
61,66
178,195
125,188
109,146
77,92
19,31
98,154
172,173
50,199
147,182
64,188
158,195
70,74
29,152
58,106
147,195
78,116
26,103
198,199
76,185
120,162
79,108
74,172
169,193
25,179
109,155
132,190
14,17
179,193
19,101
62,178
27,83
94,146
9,102
34,78
161,176
182,184
40,139
120,166
87,161
79,165
196,196
126,173
115,198
181,186
87,193
119,187
193,199
106,108
38,65
11,178
112,129
170,170
175,183
23,65
100,139
50,183
175,195
152,198
181,199
45,164
167,172
171,184
62,151
190,195
173,175
173,180
18,56
80,83
25,73
29,175
92,169
22,197
177,181
87,146
31,60
106,142
58,188
95,173
1,13
109,168
51,190
32,163
61,107
93,131
140,185
151,187
70,175
104,198
130,162
120,134
59,194
113,197
44,188
78,123
49,146
165,171
49,154
93,106
115,155
59,62
118,170
187,195
159,163
57,166
93,95
172,176
110,176
82,183
190,193
104,190
77,110
119,179
81,97
148,174
148,183
72,178
100,151
43,119
42,131
177,196
18,35
51,94
163,199
193,194
139,187
52,142
156,171
43,93
177,197
60,102
31,167
19,55
104,147
145,186
33,138
44,75
128,135
148,184
163,188
81,186
51,73
52,106
54,83
7,101
28,113
108,188
157,182
47,189
58,147
51,83
89,146
23,28
112,123
113,171
172,195
181,188
159,164
190,199
0,72
109,187
42,61
166,167
78,152
27,65
75,195
193,194
25,94
149,180
69,182
69,138
197,197
183,184
65,136
137,139
86,129
165,178
73,85
163,195
193,194
52,117
193,196
50,87
180,185
78,134
51,163
168,177
182,182
96,194
133,162
32,178
106,182
125,160
0,76
130,142
169,181
107,176
193,198
118,187
67,197
63,157
153,170
51,80
44,123
47,176
167,182
166,194
84,187
163,192
78,78
2,192
147,156
67,176
23,119
72,94
64,187
172,184
104,186
119,153
126,178
72,91
117,180
157,185
175,190
107,183
162,192
74,128
55,188
132,182
59,119
77,194
49,70
187,194
74,79
1,77
96,128
149,177
1,186
147,160
145,192
197,197
67,100
29,101
192,195
170,180
46,135
141,159
122,191
142,177
29,67
94,138
169,175
97,107
25,82
99,150
159,180
107,199
120,168
171,177
87,158
179,186
115,144
8,74
33,73
12,54
148,170
143,199
97,186
125,134
80,193
43,58
92,119
158,174
146,197
135,164
21,166
83,141
160,193
173,188
151,156
173,176
12,20
175,189
186,188
79,87
157,165
159,163
147,180
102,142
18,126
192,199
140,152
16,98
182,186
164,174
9,197
124,155
15,64
9,186
63,134
184,195
119,194
29,101
129,146
98,179
183,198
180,182
14,27
150,155
113,153
139,177
24,93
23,168
38,171
106,131
38,152
33,157
100,186
0,12
18,115
20,105
163,170
38,114
179,196
135,193
158,169
177,195
41,189
148,165
144,166
91,134
159,179
48,98
130,161
99,171
177,192
145,182
124,179
42,112
32,49
173,195
138,163
80,151
113,135
63,82
198,199
71,115
125,184
163,166
152,193
89,190
86,166
160,171
48,140
91,185
83,142
38,113
4,31
115,126
173,194
137,160
85,102
139,182
170,179
111,111
10,52
21,171
61,138
149,154
184,194
76,188
140,149
60,123
90,159
15,74
115,157
13,29
72,111
31,55
13,13
133,189
36,95
152,177
27,80
12,18
117,119
150,172
62,119
127,168
64,164
162,170
41,176
122,162
97,126
48,131
164,183
45,142
155,187
130,160
189,198
32,151
160,176
196,198
154,178
198,198
134,162
161,195
100,141
28,185
60,66
7,32
173,195
122,128
146,198
105,141
71,76
155,186
24,148
13,80
129,152
13,179
147,157
43,69
100,172
31,58
33,142
60,140
125,131
146,149
97,150
51,128
66,138
26,30
48,194
137,176
109,115
148,155
67,92
1,156
117,162
122,140
168,184
100,119
104,191
11,135
85,162
72,155
26,102
37,110
9,114
17,189
168,172
107,183
24,179
160,197
180,191
199,199
111,125
109,114
118,133
43,61
70,150
26,161
171,193
191,194
117,147
114,183
14,28
107,162
20,146
139,183
137,149
95,149
111,193
35,123
29,99
178,189
71,90
163,165
189,196
12,135
21,41
119,179
106,123
124,165
62,167
31,93
71,171
33,94
187,194
79,83
185,196
65,156
199,199
41,76
108,121
98,164
21,156
97,161
14,160
165,172
170,171
126,142
180,188
16,116
3,3
86,119
192,198
6,90
65,194
11,87
68,181
114,165
40,198
25,166
197,198
113,152
9,22
11,197
76,137
152,168
51,87
190,195
116,122
16,187
173,193
5,62
83,97
0,94
108,186
35,114
87,119
195,197
5,28
85,141
1,43
168,192
155,168
111,170
181,192
118,164
185,194
147,175
83,155
157,188
156,165
105,156
55,173
169,192
41,115
39,195
73,98
4,8
196,196
160,175
93,167
132,190
65,109
150,199
171,174
8,136
164,195
156,160
75,108
113,130
91,143
160,179
124,127
85,196
192,195
14,168
112,157
196,197
159,174
168,180
145,166
68,78
70,98
171,187
54,63
185,190
91,182
41,108
40,71
122,122
8,93
61,100
43,102
166,192
58,145
39,190
9,153
185,185
118,128
188,191
149,153
20,176
54,130
96,174
143,195
159,187
131,173
27,106
153,167
184,195
85,123
106,198
63,146
71,118
119,185
39,109
115,138
111,167
49,155
14,65
71,189
148,165
177,189
108,173
111,163
78,192
102,198
20,32
8,50
121,143
102,190
110,161
77,152
19,148
90,168
26,167
120,138
1,82
56,62
65,162
12,199
105,176
169,171
0,124
94,196
196,198
69,183
56,179
106,187
76,151
125,157
22,184
64,199
83,138
61,105
196,197
164,168
152,156
10,144
194,195
133,182
82,160
151,186
57,145
147,182
155,174
103,173
125,156
155,199
140,198
170,170
163,196
15,25
96,181
169,198
150,177
126,134
71,81
164,188
42,174
35,74
52,151
61,79
129,140
174,188
89,131
15,158
196,196
27,183
122,128
17,44
151,197
164,181
116,184
96,175
2,74
3,196
42,106
87,139
99,134
9,158
56,108
36,53
112,160
36,105
10,199
8,93
53,181
161,195
124,129
171,190
153,156
138,156
38,149
152,155
87,187
159,171
140,141
10,166
106,135
104,123
70,74
51,121
42,181
173,187
109,136
72,101
193,198
8,197
49,182
123,123
198,198
6,61
78,93
8,113
88,167
146,155
97,138
127,175
144,164
124,141
0,119
148,184
8,42
12,117
122,183
87,198
152,156
41,61
27,101
131,131
71,75
77,132
66,144
137,187
173,197
175,190
163,178
157,166
84,99
116,130
170,179
175,182
142,157
99,168
91,163
7,32
69,74
66,183
184,198
52,161
168,174
78,147
87,151
85,185
13,158
121,137
34,152
24,152
133,194
187,192
140,148
115,185
71,110
147,186
198,199
53,148
42,146
99,165
132,176
64,120
95,139
138,185
189,199
57,129
138,183
98,138
28,34
109,131
63,74
122,122
156,187
127,174
39,173
47,150
163,199
125,168
94,170
5,60
101,114
55,173
159,172
36,110
192,196
162,163
26,104
151,175
105,123
18,67
62,127
194,198
39,55
102,119
14,65
161,171
43,86
67,133
92,194
22,26
82,114
101,156
31,116
78,185
108,115
7,18
63,63
76,146
121,196
46,81
129,168
151,170
148,194
55,159
135,176
196,198
28,79
100,192
17,103
57,115
11,113
4,65
57,133
182,199
88,101
174,180
67,100
141,171
29,45
92,112
126,188
120,199
95,110
61,133
64,72
198,198
138,175
33,180
7,166
112,197
3,193
34,126
21,120
193,197
160,198
124,161
66,165
189,196
51,59
53,60
127,129
160,176
25,143
111,159
163,181
160,185
6,92
14,31
191,196
140,164
94,166
150,185
187,195
132,184
134,154
85,159
100,116
177,182
76,137
16,88
136,199
167,182
25,190
58,154
54,151
170,199
105,166
151,189
16,131
33,187
70,162
47,103
9,121
135,165
57,179
187,191
73,168
197,197
106,128
76,164
54,87
105,155
29,141
28,80
103,194
37,183
8,141
157,186
96,121
43,195
126,153
21,55
185,185
162,162
111,149
67,67
15,60
125,137
47,51
83,154
168,182
96,194
191,198
12,65
98,118
198,198
4,170
186,197
161,165
173,174
42,198
185,197
197,199
63,176
134,166
71,172
60,172
94,179
125,178
70,139
75,111
36,132
70,113
122,198
131,170
167,184
50,155
75,110
134,154
129,199
4,101
126,164
99,114
64,118
32,171
57,129
127,193
80,120
170,177
194,199
36,91
58,151
128,173
113,174
101,117
55,72
199,199
84,119
45,121
78,148
79,100
196,196
158,178
94,185
104,143
14,134
27,167
48,108
159,160
146,183
64,181
7,15
2,52
4,116
112,112
10,120
90,159
84,144
175,185
15,92
68,79
189,197
159,182
129,141
104,129
182,196
130,161
178,180
115,197
75,195
83,190
144,185
34,197
71,74
130,182
160,196
114,132
136,172
58,114
58,131
121,184
91,176
59,85
196,196
75,99
72,130
185,193
195,199
147,160
132,190
53,122
114,195
100,130
103,109
19,123
84,162
44,120
158,164
182,185
71,112
52,179
115,133
181,198
49,106
106,142
171,197
138,185
72,115
43,117
104,125
187,193
167,192
114,138
51,131
110,142
50,93
142,181
80,129
192,197
30,187
84,197
103,131
5,40
129,168
132,138
27,188
108,167
100,126
136,161
104,114
33,35
151,182
111,122
48,60
192,198
128,179
136,140
15,15
165,167
93,186
153,169
66,181
100,194
92,158
126,161
101,133
66,144
35,86
17,168
179,196
104,195
149,156
99,195
100,122
29,85
186,188
85,148
150,160
40,67
76,130
16,81
169,173
61,123
64,192
8,198
24,77
68,79
86,149
167,191
27,182
157,171
165,183
121,130
97,169
120,163
4,183
138,141
38,165
147,183
72,101
148,177
10,101
177,191
122,159
92,135
26,46
88,97
153,181
53,64
17,190
33,109
34,46
126,149
163,192
157,188
44,133
16,121
0,173
127,158
92,103
140,188
41,59
15,121
122,194
147,173
118,192
13,28
105,181
169,198
140,188
145,193
0,122
79,121
16,176
183,190
84,184
136,174
74,118
22,151
151,186
126,188
166,176
2,153
147,152
50,107
11,125
59,130
190,194
20,168
196,199
88,122
32,196
107,158
112,130
166,176
29,183
157,159
150,159
22,75
136,144
159,170
154,198
153,177
6,97
187,193
6,84
34,37
184,193
31,184
146,155
26,26
89,101
190,192
143,177
129,129
76,172
131,142
96,115
148,179
15,76
141,184
128,145
142,184
100,125
163,170
149,168
167,184
194,195
112,119
172,174
133,177
88,159
149,167
147,182
194,195
189,190
57,134
160,188
58,186
77,159
171,172
20,142
146,157
28,43
20,142
169,179
131,161
86,105
153,163
86,193
6,169
182,185
36,195
117,162
189,190
32,114
110,185
58,154
172,181
194,195
139,146
101,164
1,7
136,192
43,152
47,189
175,186
117,190
79,197
103,154
76,133
181,182
99,189
19,66
188,193
135,148
38,77
195,197
32,106
181,198
138,159
83,86
152,196
191,197
46,163
133,162
176,199
167,197
43,123
89,152
25,82
16,32
1,57
156,185
89,160
145,165
62,66
156,163
96,118
150,167
103,171
192,192
6,183
83,172
49,129
113,173
98,114
30,50
63,119
82,169
63,159
175,198
171,174
16,165
9,110
128,136
54,58
197,198
154,185
172,196
160,168
85,119
117,133
161,177
53,172
160,177
106,198
190,196
151,154
98,132
39,191
51,188
46,97
30,171
42,103
30,166
10,40
78,122
182,199
31,115
140,193
137,196
154,182
23,31
130,189
178,191
116,181
88,197
172,193
175,188
38,91
178,195
157,161
34,114
118,147
42,46
105,140
100,105
169,183
113,160
93,97
156,191
129,141
184,191
95,128
183,197
133,191
9,48
142,162
151,174
